ticket_id,opened_at,category,priority,requester_employee_id,requester_office,first_response_hours,resolution_hours,status,notes
ARC-31043,2025-11-21T09:52:00,Access / SSO,P3,VL-1202,New York,9.3,38.2,Resolved,
ARC-31045,2025-11-21T10:13:00,Mobile,P3,VL-1087,New York,2.2,48.3,Resolved,
ARC-31064,2025-11-21T10:48:00,How-to,P2,VL-1157,San Francisco,6.0,29.2,Resolved,
ARC-31063,2025-11-21T11:35:00,Performance,P2,VL-1060,Houston,9.6,16.6,Closed - no response,
ARC-31040,2025-11-21T14:11:00,Access / SSO,P2,VL-1191,New York,2.3,2.8,Resolved,
ARC-31058,2025-11-21T14:41:00,How-to,P4,VL-1039,Chicago,5.5,77.7,Resolved,
ARC-31060,2025-11-21T14:55:00,How-to,P3,VL-1146,New York,3.1,31.9,Resolved,
ARC-31030,2025-11-21T15:57:00,Access / SSO,P2,VL-1129,New York,2.7,25.8,Resolved,Escalated to account manager
ARC-31071,2025-11-22T10:37:00,Access / SSO,P4,VL-1013,London,6.2,66.4,Resolved,
ARC-31085,2025-11-22T10:48:00,Outlook add-in,P3,VL-1068,Mexico City,4.9,23.1,Resolved,
ARC-31069,2025-11-22T12:20:00,Performance,P4,VL-1220,"Washington, DC",7.1,49.6,Resolved,
ARC-31093,2025-11-22T13:48:00,Performance,P4,VL-1055,San Francisco,4.5,47.5,Resolved,
ARC-31078,2025-11-23T09:29:00,Filing error,P4,VL-1191,New York,4.3,58.7,Resolved,
ARC-31029,2025-11-23T09:51:00,Filing error,P3,VL-1043,New York,7.5,42.6,Resolved,
ARC-31012,2025-11-23T11:11:00,Search,P3,VL-1129,New York,5.6,52.4,Closed - no response,
ARC-31073,2025-11-23T13:55:00,Performance,P3,VL-1201,New York,2.5,10.1,Resolved,
ARC-31035,2025-11-23T14:35:00,Access / SSO,P4,VL-1194,Chicago,1.9,37.6,Resolved,
ARC-31066,2025-11-23T15:09:00,How-to,P4,VL-1124,Chicago,5.8,54.4,Resolved,
ARC-31047,2025-11-24T10:00:00,Performance,P3,VL-1032,New York,2.3,61.9,Resolved,
ARC-31036,2025-11-25T09:50:00,Filing error,P3,VL-1154,London,3.4,61.3,Resolved,
ARC-31037,2025-11-25T17:09:00,Integration,P4,VL-1210,New York,6.9,64.3,Resolved,
ARC-31052,2025-11-25T18:39:00,How-to,P3,VL-1099,New York,6.3,26.5,Closed - no response,
ARC-31017,2025-11-26T14:25:00,Performance,P4,VL-1116,New York,7.5,60.9,Resolved,
ARC-31079,2025-11-26T14:48:00,How-to,P3,VL-1146,New York,2.2,54.6,Resolved,
ARC-31028,2025-11-26T15:11:00,How-to,P3,VL-1067,Singapore,4.5,17.9,Resolved,
ARC-31089,2025-11-27T10:09:00,Mobile,P4,VL-1226,New York,4.2,64.8,Resolved,
ARC-31077,2025-11-27T15:03:00,Search,P2,VL-1068,Mexico City,2.9,24.2,Resolved,Repeat issue
ARC-31011,2025-11-28T09:25:00,How-to,P3,VL-1092,New York,1.4,26.0,Resolved,
ARC-31013,2025-11-28T14:34:00,Access / SSO,P4,VL-1186,New York,6.7,47.7,Resolved,
ARC-31081,2025-11-28T16:17:00,Performance,P4,VL-1162,Chicago,4.3,60.4,Resolved,
ARC-31116,2025-12-01T14:29:00,Access / SSO,P2,VL-1073,Houston,4.0,13.7,Resolved,Repeat issue
ARC-31133,2025-12-01T17:42:00,Outlook add-in,P3,VL-1148,New York,2.9,39.7,Resolved,
ARC-31125,2025-12-01T18:16:00,How-to,P3,VL-1106,Dublin,1.8,9.7,Closed - no response,
ARC-31103,2025-12-06T08:22:00,Search,P3,VL-1137,New York,6.1,51.7,Resolved,
ARC-31110,2025-12-06T08:30:00,Search,P3,VL-1145,New York,5.6,14.1,Resolved,
ARC-31127,2025-12-06T09:55:00,Outlook add-in,P2,VL-1052,New York,5.9,33.2,Resolved,Workaround provided
ARC-31117,2025-12-06T12:36:00,Integration,P3,VL-1033,New York,5.8,29.5,Resolved,
ARC-31109,2025-12-06T13:21:00,How-to,P3,VL-1048,New York,2.4,44.5,Resolved,
ARC-31135,2025-12-06T16:42:00,Search,P3,VL-1224,New York,4.1,40.8,Resolved,
ARC-31108,2025-12-07T11:52:00,How-to,P3,VL-1132,Houston,4.3,55.0,Resolved,
ARC-31121,2025-12-07T16:40:00,Integration,P4,VL-1094,New York,1.1,49.8,Resolved,
ARC-31132,2025-12-08T14:07:00,Outlook add-in,P3,VL-1156,New York,4.6,26.2,Resolved,
ARC-31124,2025-12-10T08:23:00,How-to,P3,VL-1013,London,0.9,9.7,Resolved,
ARC-31107,2025-12-10T09:45:00,Performance,P3,VL-1092,New York,1.8,47.8,Resolved,
ARC-31136,2025-12-10T14:49:00,Outlook add-in,P3,VL-1038,New York,3.6,4.1,Resolved,
ARC-31131,2025-12-10T18:27:00,Integration,P2,VL-1052,New York,8.2,35.3,Resolved,
ARC-31128,2025-12-11T18:02:00,Access / SSO,P3,VL-1133,New York,4.5,35.2,Resolved,
ARC-31104,2025-12-12T10:33:00,How-to,P4,VL-1176,New York,5.0,42.9,Resolved,
ARC-31139,2025-12-12T11:53:00,Filing error,P3,VL-1169,New York,7.8,43.9,Resolved,
ARC-31114,2025-12-14T18:53:00,How-to,P3,VL-1091,Atlanta,7.1,40.4,Resolved,
ARC-31140,2025-12-15T09:20:00,Performance,P3,VL-1062,"Washington, DC",7.2,56.0,Resolved,
ARC-31126,2025-12-16T08:33:00,Outlook add-in,P2,VL-1130,New York,5.5,22.5,Resolved,Escalated to account manager
ARC-31119,2025-12-17T15:58:00,Search,P3,VL-1202,New York,4.7,39.2,Resolved,
ARC-31130,2025-12-17T17:55:00,How-to,P3,VL-1004,"Washington, DC",2.4,28.6,Resolved,
ARC-31115,2025-12-18T11:28:00,Mobile,P2,VL-1068,Mexico City,0.2,22.9,Resolved,
ARC-31118,2025-12-18T12:02:00,Integration,P4,VL-1015,Atlanta,2.8,60.0,Resolved,
ARC-31141,2025-12-18T12:51:00,Search,P3,VL-1125,San Francisco,9.4,39.3,Resolved,
ARC-31138,2025-12-20T09:38:00,Mobile,P3,VL-1168,New York,4.6,57.3,Resolved,
ARC-31123,2025-12-20T14:47:00,Search,P4,VL-1027,San Francisco,7.5,61.8,Resolved,
ARC-31101,2025-12-21T08:44:00,Performance,P4,VL-1191,New York,6.1,39.7,Resolved,
ARC-31102,2025-12-21T10:13:00,Outlook add-in,P3,VL-1131,New York,2.4,43.7,Resolved,
ARC-31137,2025-12-21T14:36:00,How-to,P3,VL-1195,New York,8.5,20.1,Resolved,
ARC-31129,2025-12-21T17:33:00,Filing error,P3,VL-1165,New York,3.7,21.6,Resolved,
ARC-31120,2025-12-23T09:59:00,How-to,P4,VL-1013,London,2.0,66.3,Resolved,
ARC-31134,2025-12-23T17:36:00,Access / SSO,P3,VL-1049,New York,7.5,33.6,Resolved,
ARC-31113,2025-12-23T18:34:00,Filing error,P3,VL-1075,New York,4.6,37.8,Resolved,
ARC-31142,2025-12-24T09:36:00,Access / SSO,P3,VL-1111,Dublin,6.3,31.8,Resolved,
ARC-31106,2025-12-24T13:01:00,Performance,P4,VL-1215,New York,4.1,79.4,Resolved,
ARC-31100,2025-12-24T14:13:00,How-to,P2,VL-1166,Atlanta,3.1,39.0,Resolved,Escalated to account manager
ARC-31122,2025-12-24T17:23:00,Filing error,P4,VL-1025,Los Angeles,3.1,45.2,Resolved,
ARC-31111,2025-12-25T14:23:00,Filing error,P2,VL-1108,London,2.6,30.5,Resolved,Escalated to account manager
ARC-31105,2025-12-26T10:08:00,Mobile,P4,VL-1053,New York,5.1,68.8,Resolved,
ARC-31143,2025-12-26T14:32:00,Access / SSO,P3,VL-1150,New York,2.2,28.8,Resolved,
ARC-31112,2025-12-27T09:08:00,Access / SSO,P3,VL-1145,New York,8.3,37.7,Resolved,
ARC-31172,2026-01-01T14:39:00,Mobile,P2,VL-1168,New York,3.8,18.5,Resolved,Workaround provided
ARC-31152,2026-01-01T16:46:00,How-to,P3,VL-1124,Chicago,9.2,42.6,Resolved,
ARC-31167,2026-01-03T10:36:00,Access / SSO,P2,VL-1009,New York,9.8,37.0,Resolved,Escalated to account manager
ARC-31163,2026-01-03T11:19:00,How-to,P2,VL-1105,London,10.0,31.9,Resolved,
ARC-31177,2026-01-03T12:13:00,Performance,P2,VL-1150,New York,8.3,22.4,Resolved,
ARC-31156,2026-01-04T11:40:00,Filing error,P3,VL-1171,New York,7.2,28.6,Resolved,
ARC-31171,2026-01-05T10:06:00,Search,P3,VL-1101,New York,3.0,21.3,Resolved,
ARC-31146,2026-01-05T12:02:00,Mobile,P3,VL-1042,New York,4.5,47.6,Resolved,
ARC-31174,2026-01-06T11:25:00,Access / SSO,P3,VL-1043,New York,7.4,52.2,Resolved,
ARC-31176,2026-01-07T08:00:00,Mobile,P3,VL-1073,Houston,4.5,32.9,Resolved,
ARC-31173,2026-01-08T12:59:00,How-to,P3,VL-1107,Dublin,5.3,40.1,Resolved,
ARC-31144,2026-01-08T18:23:00,Performance,P4,VL-1176,New York,11.2,77.7,Resolved,
ARC-31158,2026-01-10T13:50:00,Performance,P4,VL-1034,New York,6.3,52.1,Resolved,
ARC-31157,2026-01-10T15:15:00,How-to,P4,VL-1027,San Francisco,9.6,73.0,Resolved,
ARC-31148,2026-01-12T12:47:00,How-to,P4,VL-1037,Atlanta,7.0,48.3,Resolved,
ARC-31169,2026-01-12T17:32:00,Access / SSO,P3,VL-1110,London,11.9,12.4,Resolved,
ARC-31159,2026-01-13T08:31:00,Outlook add-in,P3,VL-1194,Chicago,7.0,27.6,Resolved,
ARC-31160,2026-01-13T09:18:00,How-to,P3,VL-1103,New York,9.0,32.9,Resolved,
ARC-31161,2026-01-13T09:19:00,Outlook add-in,P2,VL-1183,San Francisco,8.7,29.8,Resolved,
ARC-31178,2026-01-15T14:02:00,Integration,P2,VL-1006,New York,7.8,8.3,Resolved,Repeat issue
ARC-31150,2026-01-16T11:32:00,How-to,P3,VL-1005,New York,9.2,45.0,Resolved,
ARC-31154,2026-01-16T18:50:00,Filing error,P3,VL-1037,Atlanta,10.8,24.2,Resolved,
ARC-31168,2026-01-18T14:25:00,Search,P3,VL-1142,New York,4.7,45.4,Resolved,
ARC-31149,2026-01-20T08:00:00,How-to,P3,VL-1074,Chicago,10.3,51.9,Resolved,
ARC-31166,2026-01-20T08:45:00,Search,P2,VL-1216,New York,3.7,8.6,Resolved,
ARC-31145,2026-01-20T10:49:00,Outlook add-in,P3,VL-1046,Chicago,5.3,47.3,Closed - no response,
ARC-31147,2026-01-20T13:09:00,Access / SSO,P4,VL-1146,New York,5.3,47.2,Resolved,
ARC-31162,2026-01-20T13:14:00,Access / SSO,P3,VL-1090,New York,6.1,49.5,Resolved,
ARC-31175,2026-01-21T08:29:00,Filing error,P3,VL-1033,New York,10.0,10.5,Resolved,
ARC-31170,2026-01-21T11:52:00,Performance,P4,VL-1058,New York,4.5,52.0,Resolved,
ARC-31155,2026-01-22T16:07:00,Performance,P3,VL-1089,New York,0.2,14.5,Resolved,
ARC-31151,2026-01-22T18:51:00,Mobile,P3,VL-1104,Houston,4.3,36.5,Resolved,
ARC-31164,2026-01-27T15:19:00,Performance,P2,VL-1117,"Washington, DC",9.6,10.5,Resolved,
ARC-31165,2026-01-28T10:42:00,How-to,P3,VL-1108,London,9.4,34.3,Resolved,
ARC-31153,2026-01-28T10:47:00,How-to,P3,VL-1184,New York,0.6,9.9,Resolved,
ARC-31213,2026-02-01T15:59:00,Access / SSO,P3,VL-1076,Chicago,5.0,34.7,Resolved,
ARC-31218,2026-02-03T18:34:00,How-to,P4,VL-1071,Mexico City,1.9,69.1,Resolved,
ARC-31200,2026-02-05T09:45:00,Search,P3,VL-1227,New York,13.6,47.0,Resolved,
ARC-31217,2026-02-05T11:17:00,Performance,P3,VL-1071,Mexico City,6.1,22.9,Resolved,
ARC-31206,2026-02-06T11:50:00,Mobile,P4,VL-1152,Chicago,3.7,48.1,Resolved,
ARC-31182,2026-02-06T12:22:00,How-to,P4,VL-1175,New York,9.5,70.8,Resolved,
ARC-31195,2026-02-06T13:23:00,How-to,P3,VL-1021,Atlanta,6.5,22.1,Closed - no response,
ARC-31199,2026-02-06T13:29:00,Performance,P2,VL-1011,London,7.6,35.5,Resolved,Escalated to account manager
ARC-31180,2026-02-06T14:34:00,Search,P2,VL-1107,Dublin,3.5,12.1,Resolved,Workaround provided
ARC-31191,2026-02-07T16:51:00,How-to,P2,VL-1208,Chicago,9.4,30.6,Resolved,
ARC-31208,2026-02-07T17:51:00,Mobile,P3,VL-1131,New York,9.0,62.0,Resolved,
ARC-31203,2026-02-09T09:52:00,Mobile,P3,VL-1168,New York,10.2,43.3,Resolved,
ARC-31201,2026-02-09T15:37:00,Filing error,P3,VL-1003,New York,2.3,39.1,Resolved,
ARC-31211,2026-02-09T16:04:00,Outlook add-in,P3,VL-1204,"Washington, DC",12.7,35.4,Resolved,
ARC-31190,2026-02-10T14:19:00,How-to,P4,VL-1054,"Washington, DC",9.1,68.6,Resolved,
ARC-31187,2026-02-12T09:56:00,Integration,P3,VL-1051,San Francisco,10.5,46.6,Resolved,
ARC-31188,2026-02-12T12:46:00,Search,P2,VL-1141,Chicago,5.3,33.0,Resolved,
ARC-31198,2026-02-12T15:00:00,Filing error,P3,VL-1086,New York,4.3,34.2,Resolved,
ARC-31181,2026-02-12T16:01:00,How-to,P3,VL-1091,Atlanta,2.2,32.3,Resolved,
ARC-31184,2026-02-13T08:46:00,Filing error,P2,VL-1169,New York,0.2,0.7,Resolved,Repeat issue
ARC-31210,2026-02-13T18:31:00,How-to,P2,VL-1064,New York,8.0,53.4,Resolved,Workaround provided
ARC-31214,2026-02-14T16:34:00,Filing error,P3,VL-1040,New York,1.7,26.6,Resolved,
ARC-31205,2026-02-15T09:50:00,Performance,P4,VL-1157,San Francisco,4.4,55.5,Resolved,
ARC-31202,2026-02-15T17:30:00,Search,P4,VL-1002,New York,6.6,49.4,Resolved,
ARC-31212,2026-02-16T18:34:00,How-to,P3,VL-1085,New York,13.1,47.6,Resolved,
ARC-31207,2026-02-17T14:04:00,How-to,P3,VL-1213,"Washington, DC",2.4,41.5,Resolved,
ARC-31186,2026-02-18T08:48:00,How-to,P4,VL-1048,New York,9.5,73.9,Closed - no response,
ARC-31194,2026-02-18T13:14:00,Filing error,P3,VL-1003,New York,9.0,63.6,Resolved,
ARC-31185,2026-02-18T13:46:00,Search,P3,VL-1082,New York,4.8,44.2,Resolved,
ARC-31209,2026-02-18T17:31:00,How-to,P4,VL-1099,New York,6.6,54.8,Resolved,
ARC-31192,2026-02-18T18:10:00,Outlook add-in,P3,VL-1087,New York,6.4,34.3,Resolved,
ARC-31183,2026-02-19T15:11:00,How-to,P4,VL-1099,New York,7.5,47.1,Resolved,
ARC-31197,2026-02-21T17:47:00,Outlook add-in,P4,VL-1217,New York,6.9,62.7,Resolved,
ARC-31193,2026-02-23T11:04:00,Search,P2,VL-1084,Los Angeles,7.4,24.2,Resolved,Repeat issue
ARC-31204,2026-02-23T18:06:00,Performance,P4,VL-1213,"Washington, DC",5.9,64.2,Resolved,
ARC-31215,2026-02-25T14:36:00,How-to,P3,VL-1019,New York,5.0,24.6,Resolved,
ARC-31179,2026-02-25T16:24:00,Search,P3,VL-1166,Atlanta,11.4,21.3,Resolved,
ARC-31189,2026-02-27T08:46:00,Search,P3,VL-1220,"Washington, DC",11.1,57.1,Resolved,
ARC-31196,2026-02-27T15:05:00,Search,P3,VL-1229,New York,3.8,29.3,Resolved,
ARC-31216,2026-02-28T15:04:00,Integration,P3,VL-1009,New York,10.9,38.7,Resolved,
ARC-31323,2026-03-01T10:13:00,Search,P2,VL-1184,New York,2.7,41.9,Resolved,Workaround provided
ARC-31313,2026-03-01T13:35:00,How-to,P3,VL-1035,New York,2.4,20.1,Resolved,
ARC-31302,2026-03-01T16:50:00,Performance,P3,VL-1050,New York,7.9,39.9,Resolved,
ARC-31228,2026-03-01T18:33:00,Outlook add-in,P4,VL-1101,New York,5.9,75.9,Resolved,
ARC-31249,2026-03-02T10:31:00,Search,P4,VL-1099,New York,5.1,64.3,Resolved,
ARC-31279,2026-03-02T13:35:00,Integration,P4,VL-1062,"Washington, DC",3.6,54.2,Resolved,
ARC-31264,2026-03-02T13:37:00,Search,P3,VL-1153,Chicago,10.7,39.9,Resolved,
ARC-31303,2026-03-02T16:38:00,Mobile,P3,VL-1046,Chicago,8.7,57.0,Resolved,
ARC-31270,2026-03-02T16:43:00,Search,P4,VL-1170,New York,4.0,56.5,Resolved,
ARC-31230,2026-03-02T17:09:00,Performance,P3,VL-1155,Chicago,7.8,37.1,Resolved,
ARC-31237,2026-03-02T18:44:00,Search,P2,VL-1175,New York,3.3,3.8,Resolved,Repeat issue
ARC-31285,2026-03-03T09:40:00,Search,P3,VL-1143,New York,6.7,53.0,Resolved,
ARC-31288,2026-03-03T12:58:00,Search,P3,VL-1119,New York,4.4,25.0,Resolved,
ARC-31306,2026-03-03T15:06:00,Access / SSO,P3,VL-1217,New York,9.2,22.2,Resolved,
ARC-31226,2026-03-03T16:07:00,Mobile,P3,VL-1134,New York,7.6,44.5,Resolved,
ARC-31284,2026-03-04T08:12:00,Search,P3,VL-1144,Houston,3.7,29.1,Closed - no response,
ARC-31310,2026-03-04T09:24:00,Search,P2,VL-1155,Chicago,1.8,49.5,Resolved,Workaround provided
ARC-31248,2026-03-04T09:38:00,Performance,P3,VL-1066,Singapore,3.9,48.1,Resolved,
ARC-31266,2026-03-04T11:27:00,Performance,P4,VL-1030,New York,3.5,42.5,Resolved,
ARC-31242,2026-03-04T12:03:00,Search,P2,VL-1189,Mexico City,8.6,39.3,Resolved,
ARC-31265,2026-03-04T18:04:00,Integration,P3,VL-1093,New York,5.6,74.1,Resolved,
ARC-31307,2026-03-04T18:43:00,How-to,P2,VL-1020,Chicago,7.4,19.1,Resolved,Workaround provided
ARC-31255,2026-03-06T13:40:00,Search,P3,VL-1112,New York,6.1,55.8,Resolved,
ARC-31259,2026-03-06T18:55:00,Search,P3,VL-1209,Los Angeles,8.0,39.4,Resolved,
ARC-31239,2026-03-07T08:00:00,Performance,P3,VL-1180,New York,6.4,33.3,Resolved,
ARC-31283,2026-03-07T13:04:00,How-to,P4,VL-1166,Atlanta,6.3,55.3,Resolved,
ARC-31312,2026-03-07T14:22:00,Mobile,P3,VL-1205,New York,10.8,33.8,Resolved,
ARC-31297,2026-03-07T17:21:00,Access / SSO,P3,VL-1042,New York,6.4,44.8,Resolved,
ARC-31227,2026-03-08T08:22:00,How-to,P3,VL-1054,"Washington, DC",6.0,34.7,Resolved,
ARC-31231,2026-03-08T10:06:00,How-to,P3,VL-1047,New York,5.3,21.7,Resolved,
ARC-31232,2026-03-08T10:41:00,Search,P3,VL-1063,New York,1.8,17.1,Closed - no response,
ARC-31281,2026-03-08T15:16:00,Access / SSO,P4,VL-1145,New York,1.7,65.5,Resolved,
ARC-31286,2026-03-09T11:09:00,Search,P4,VL-1116,New York,5.1,61.3,Resolved,
ARC-31296,2026-03-09T11:25:00,How-to,P2,VL-1029,New York,8.3,31.5,Closed - no response,Escalated to account manager
ARC-31275,2026-03-09T13:57:00,How-to,P4,VL-1078,New York,6.0,78.8,Resolved,
ARC-31252,2026-03-09T14:24:00,Search,P3,VL-1065,Houston,6.4,48.1,Resolved,
ARC-31291,2026-03-09T16:39:00,Access / SSO,P4,VL-1098,Chicago,5.1,68.9,Resolved,
ARC-31235,2026-03-10T08:18:00,Search,P3,VL-1049,New York,6.0,33.2,Resolved,
ARC-31319,2026-03-11T09:24:00,Search,P4,VL-1091,Atlanta,6.9,53.2,Resolved,
ARC-31276,2026-03-11T11:12:00,Mobile,P3,VL-1153,Chicago,0.3,44.7,Resolved,
ARC-31241,2026-03-11T12:24:00,Search,P3,VL-1055,San Francisco,7.9,35.9,Resolved,
ARC-31251,2026-03-11T16:47:00,Outlook add-in,P4,VL-1187,New York,3.6,62.7,Resolved,
ARC-31298,2026-03-12T10:11:00,How-to,P2,VL-1201,New York,12.1,32.6,Resolved,
ARC-31268,2026-03-12T16:59:00,Search,P2,VL-1001,New York,3.7,8.8,Resolved,Workaround provided
ARC-31290,2026-03-13T10:45:00,Search,P2,VL-1081,London,12.0,21.0,Resolved,Repeat issue
ARC-31316,2026-03-13T12:39:00,Search,P3,VL-1068,Mexico City,9.7,25.4,Resolved,
ARC-31301,2026-03-13T12:51:00,Integration,P4,VL-1220,"Washington, DC",7.5,72.8,Resolved,
ARC-31258,2026-03-13T12:52:00,Mobile,P3,VL-1205,New York,3.7,40.1,Resolved,
ARC-31269,2026-03-13T14:33:00,Outlook add-in,P4,VL-1096,New York,6.1,43.5,Resolved,
ARC-31261,2026-03-13T14:41:00,Search,P4,VL-1038,New York,7.7,74.6,Resolved,
ARC-31292,2026-03-13T18:56:00,Search,P4,VL-1008,New York,9.9,52.0,Resolved,
ARC-31299,2026-03-14T08:47:00,How-to,P2,VL-1146,New York,7.8,47.1,Resolved,Escalated to account manager
ARC-31321,2026-03-14T13:21:00,Integration,P3,VL-1126,San Francisco,4.9,38.5,Resolved,
ARC-31253,2026-03-14T18:46:00,Search,P3,VL-1051,San Francisco,5.7,41.4,Resolved,
ARC-31287,2026-03-15T10:53:00,Search,P4,VL-1185,San Francisco,3.7,37.4,Resolved,
ARC-31320,2026-03-15T10:55:00,Performance,P3,VL-1084,Los Angeles,6.8,26.9,Resolved,
ARC-31308,2026-03-15T12:13:00,Performance,P2,VL-1213,"Washington, DC",6.6,29.4,Resolved,Repeat issue
ARC-31256,2026-03-15T15:06:00,Search,P3,VL-1133,New York,4.2,45.9,Resolved,
ARC-31274,2026-03-15T17:00:00,Search,P4,VL-1165,New York,2.8,82.1,Resolved,
ARC-31282,2026-03-15T18:38:00,Search,P2,VL-1130,New York,9.1,62.4,Resolved,
ARC-31273,2026-03-16T08:20:00,Search,P3,VL-1131,New York,4.2,50.1,Resolved,
ARC-31280,2026-03-16T14:22:00,Search,P4,VL-1131,New York,9.8,30.5,Closed - no response,
ARC-31272,2026-03-16T16:24:00,Mobile,P3,VL-1209,Los Angeles,6.5,23.2,Resolved,
ARC-31234,2026-03-17T09:33:00,Search,P3,VL-1007,London,5.7,24.5,Resolved,
ARC-31220,2026-03-18T08:06:00,Search,P3,VL-1120,New York,10.9,45.2,Closed - no response,
ARC-31271,2026-03-18T09:16:00,How-to,P2,VL-1100,New York,6.4,12.4,Resolved,Workaround provided
ARC-31222,2026-03-18T11:45:00,Search,P3,VL-1202,New York,8.9,19.0,Resolved,
ARC-31221,2026-03-18T12:23:00,How-to,P3,VL-1109,Dublin,7.1,7.6,Resolved,
ARC-31245,2026-03-18T17:08:00,How-to,P3,VL-1041,New York,5.2,42.8,Resolved,
ARC-31318,2026-03-19T09:28:00,Search,P3,VL-1128,New York,7.8,42.0,Resolved,
ARC-31311,2026-03-19T10:14:00,Outlook add-in,P2,VL-1169,New York,3.7,40.3,Resolved,Escalated to account manager
ARC-31219,2026-03-19T11:51:00,Filing error,P4,VL-1113,New York,7.1,74.0,Resolved,
ARC-31254,2026-03-19T15:37:00,Search,P3,VL-1166,Atlanta,7.9,45.9,Resolved,
ARC-31315,2026-03-19T15:58:00,Search,P3,VL-1029,New York,9.6,28.7,Resolved,
ARC-31324,2026-03-19T16:38:00,How-to,P2,VL-1052,New York,2.0,10.0,Resolved,Workaround provided
ARC-31260,2026-03-20T12:40:00,How-to,P3,VL-1114,New York,10.4,61.1,Resolved,
ARC-31225,2026-03-20T16:37:00,Search,P3,VL-1074,Chicago,10.7,56.0,Resolved,
ARC-31267,2026-03-20T18:57:00,Access / SSO,P3,VL-1068,Mexico City,8.0,49.0,Resolved,
ARC-31247,2026-03-21T11:16:00,Access / SSO,P3,VL-1171,New York,4.0,39.3,Resolved,
ARC-31314,2026-03-21T12:50:00,Search,P3,VL-1109,Dublin,5.8,36.3,Resolved,
ARC-31262,2026-03-21T14:16:00,How-to,P2,VL-1141,Chicago,8.0,20.0,Resolved,
ARC-31236,2026-03-22T14:27:00,Search,P2,VL-1175,New York,9.1,29.6,Resolved,Escalated to account manager
ARC-31278,2026-03-22T18:16:00,Search,P4,VL-1156,New York,7.2,54.3,Resolved,
ARC-31263,2026-03-22T18:37:00,Search,P2,VL-1129,New York,15.7,36.0,Closed - no response,Escalated to account manager
ARC-31257,2026-03-23T08:26:00,Filing error,P3,VL-1119,New York,6.6,33.1,Resolved,
ARC-31295,2026-03-23T10:51:00,Outlook add-in,P3,VL-1156,New York,5.1,29.0,Resolved,
ARC-31240,2026-03-24T11:52:00,Search,P3,VL-1158,San Francisco,6.4,13.4,Resolved,
ARC-31294,2026-03-24T12:34:00,Search,P3,VL-1051,San Francisco,8.0,27.8,Resolved,
ARC-31305,2026-03-24T17:27:00,Search,P4,VL-1072,London,11.6,50.9,Resolved,
ARC-31229,2026-03-24T18:03:00,Performance,P4,VL-1042,New York,3.0,40.2,Resolved,
ARC-31243,2026-03-25T10:41:00,Search,P3,VL-1036,Houston,5.1,22.8,Resolved,
ARC-31250,2026-03-25T15:58:00,Access / SSO,P2,VL-1073,Houston,0.2,16.9,Resolved,
ARC-31300,2026-03-25T17:02:00,Search,P4,VL-1187,New York,5.8,38.9,Resolved,
ARC-31304,2026-03-26T10:44:00,Search,P2,VL-1190,San Francisco,7.5,26.6,Resolved,Workaround provided
ARC-31293,2026-03-26T12:04:00,Search,P2,VL-1104,Houston,8.8,38.0,Resolved,
ARC-31309,2026-03-26T13:42:00,Search,P4,VL-1186,New York,8.1,69.9,Resolved,
ARC-31317,2026-03-26T17:57:00,Filing error,P3,VL-1102,San Francisco,2.3,34.3,Resolved,
ARC-31244,2026-03-27T10:23:00,How-to,P3,VL-1195,New York,8.5,39.2,Resolved,
ARC-31289,2026-03-27T10:31:00,Search,P4,VL-1063,New York,8.5,60.5,Resolved,
ARC-31322,2026-03-27T11:40:00,Search,P2,VL-1218,New York,7.2,18.7,Resolved,
ARC-31238,2026-03-27T16:15:00,Search,P2,VL-1215,New York,2.3,23.5,Resolved,
ARC-31277,2026-03-28T10:25:00,How-to,P4,VL-1208,Chicago,11.5,48.3,Resolved,
ARC-31223,2026-03-28T12:59:00,Search,P2,VL-1012,Singapore,13.0,33.6,Resolved,
ARC-31224,2026-03-28T13:37:00,How-to,P3,VL-1153,Chicago,8.6,27.0,Resolved,
ARC-31246,2026-03-28T13:41:00,Search,P3,VL-1069,London,6.3,51.4,Resolved,
ARC-31233,2026-03-28T16:24:00,Search,P4,VL-1013,London,3.7,53.7,Resolved,
ARC-31350,2026-04-02T08:50:00,How-to,P3,VL-1112,New York,8.0,35.7,Resolved,
ARC-31327,2026-04-02T17:48:00,How-to,P3,VL-1104,Houston,10.2,48.0,Resolved,
ARC-31351,2026-04-03T09:59:00,Integration,P4,VL-1142,New York,4.9,51.5,Resolved,
ARC-31353,2026-04-03T16:01:00,Search,P3,VL-1122,New York,5.4,48.4,Resolved,
ARC-31334,2026-04-05T09:28:00,Filing error,P4,VL-1090,New York,4.7,50.7,Resolved,
ARC-31335,2026-04-05T10:34:00,Performance,P3,VL-1052,New York,6.5,24.5,Resolved,
ARC-31347,2026-04-06T11:50:00,Performance,P2,VL-1038,New York,8.1,24.0,Resolved,Repeat issue
ARC-31342,2026-04-06T15:29:00,How-to,P3,VL-1033,New York,4.5,36.1,Resolved,
ARC-31348,2026-04-07T15:46:00,Performance,P3,VL-1031,New York,7.1,28.4,Resolved,
ARC-31344,2026-04-07T16:09:00,How-to,P3,VL-1123,Chicago,6.1,28.3,Resolved,
ARC-31331,2026-04-08T11:03:00,Outlook add-in,P3,VL-1215,New York,9.6,32.3,Resolved,
